P2_DEVWEB_2323_123,diop,fatou,772341232,refdig,06:21,Absent,2024-04-18,2,seckrama098@gmail.com,F,771231412,active,123456
P2_DEVWEB_2323_123,diop,fatou,772341232,refdig,06:21,Absent,2024-04-13,2,seckrama098@gmail.com,F,771231412,active,123456
P2_DEVWEB_2323_123,diop,fatou,772341232,refdig,06:21,Absent,2024-04-14,2,seckrama098@gmail.com,F,771231412,active,123456
P2_DEVWEB_2323_123,diop,fatou,772341232,refdig,06:21,Absent,2024-04-13,2,seckrama098@gmail.com,F,771231412,active,123456
P2_DEVWEB_2323_123,diop,fatou,772341232,devdata,06:21,Absent,2024-04-13,2,seckrama098@gmail.com,F,771231412,active,123456
P2_DEVWEB_2323_123,diop,fatou,772341232,devdata,06:21,Absent,2024-04-13,2,seckrama098@gmail.com,F,771231412,active,123456
P3_DEVWEB_2323_123,diop,fatou,772341232,refdig,06:21,Absent,2024-04-13,3,seckrama098@gmail.com,F,771231412,active,123456
P3_DEVWEB_2323_123,diop,rama,772341232,devdata,06:21,Absent,2024-04-13,3,seckrama098@gmail.com,F,771231412,active,123456
P3_DEVWEB_2323_123,diop,fatou,772341232,devdata,06:21,Absent,2024-04-14,3,seckrama098@gmail.com,F,771231412,active,123456
P3_DEVWEB_2323_123,diop,assane,772341232,devweb,06:21,Absent,2024-04-14,3,seckrama098@gmail.com,F,771231412,active,123456     
P5_DEVWEB_2323_123,diop,fatou,772341232,refdig,06:21,Present,2024-04-12,5,seckrama098@gmail.com,F,771231412,active,123456
P5_DEVWEB_2323_123,diop,fatou,772341232,devweb,06:21,Present,2024-04-12,5,seckrama098@gmail.com,F,771231412,active,123456  
P5_DEVWEB_2323_123,diop,fatou,772341232,devdata,06:21,Present,2024-04-12,5,seckrama098@gmail.com,F,771231412,active,123456  
P6_DEVWEB_2323_123,seck,fatou,772341232,refdig,06:21,Absent,2024-04-12,6,seckrama098@gmail.com,F,771231412,active,123456
P6_DEVWEB_2323_123,seck,fatou,772341232,refdig,06:21,Absent,2024-04-12,6,seckrama098@gmail.com,F,771231412,active,123456
P6_DEVWEB_2323_123,seck,fatou,772341232,devdata,06:21,Present,2024-04-12,6,seckrama098@gmail.com,F,771231412,active,123456
P4_DEVWEB_2323_123,seck,fatou,772341232,devdata,06:21,Absent,2024-04-13,4,seckrama098@gmail.com,F,771231412,active,123456
P4_DEVWEB_2323_123,seck,fatou,772341232,devdata,06:21,Present,2024-04-13,4,seckrama098@gmail.com,F,771231412,active,123456
P4_DEVWEB_2323_123,seck,fatou,772341232,devweb,06:21,Present,2024-04-13,4,seckrama098@gmail.com,F,771231412,active,123456
P1_DEVWEB_2323_123,seck,fatou,772341232,devdata,06:21,Absent,2024-04-13,1,seckrama098@gmail.com,F,771231412,active,123456
P1_DEVWEB_2323_123,seck,fatou,772341232,refdig,06:21,Absent,2024-04-13,1,seckrama098@gmail.com,F,771231412,active,123456
P1_DEVWEB_2323_123,seck,fatou,772341232,refdig,06:21,Absent,2024-04-13,1,seckrama098@gmail.com,F,771231412,active,123456
P1_DEVWEB_2323_123,seck,fatou,772341232,devdata,06:21,Absent,2024-04-13,1,seckrama098@gmail.com,F,771231412,active,123456
P1_DEVWEB_2323_123,seck,fatou,772341232,refdig,06:21,Present,2024-04-13,1,seckrama098@gmail.com,F,771231412,active,123456
P1_DEVWEB_2323_123,seck,fatou,772341232,refdig,06:21,Absent,2024-04-13,1,seckrama098@gmail.com,F,771231412,active,123456
P1_DEVWEB_2323_123,seck,fatou,772341232,devdata,06:21,Present,2024-04-13,1,seckrama098@gmail.com,F,771231412,active,123456
P1_DEVWEB_2323_123,seck,fatou,772341232,refdig,06:21,Present,2024-04-13,1,seckrama098@gmail.com,F,771231412,active,123456
P1_DEVWEB_2323_123,seck,fatou,772341232,refdig,06:21,Absent,2024-04-13,1,seckrama098@gmail.com,F,771231412,active,123456
P1_DEVWEB_2323_123,seck,fatou,772341232,refdig,06:21,Absent,2024-04-13,1,seckrama098@gmail.com,F,771231412,active,123456
P1_DEVWEB_2323_123,seck,fatou,772341232,refdig,06:21,Present,2024-04-13,1,seckrama098@gmail.com,F,771231412,active,123456
P1_DEVWEB_2323_123,seck,fatou,772341232,devdata,06:21,Present,2024-04-13,1,seckrama098@gmail.com,F,771231412,active,123456
P1_DEVWEB_2323_123,seck,fatou,772341232,refdig,06:21,Absent,2024-04-13,1,seckrama098@gmail.com,F,771231412,active,123456
P1_DEVWEB_2323_123,seck,fatou,772341232,refdig,06:21,Present,2024-04-13,1,seckrama098@gmail.com,F,771231412,active,123456
P1_DEVWEB_2323_123,seck,fatou,772341232,devdata,06:21,Absent,2024-04-13,1,seckrama098@gmail.com,F,771231412,active,123456
P1_DEVWEB_2323_123,seck,fatou,772341232,devdata,06:21,Absent,2024-04-13,1,seckrama098@gmail.com,F,771231412,active,123456
P1_DEVWEB_2323_123,seck,fatou,772341232,devdata,06:21,Absent,2024-04-13,1,seckrama098@gmail.com,F,771231412,active,123456
P1_DEVWEB_2323_123,seck,fatou,772341232,refdig,06:21,Present,2024-04-13,1,seckrama098@gmail.com,F,771231412,active,123456
P1_DEVWEB_2323_123,seck,fatou,772341232,devdata,06:21,Absent,2024-04-13,1,seckrama098@gmail.com,F,771231412,active,123456
P1_DEVWEB_2323_123,seck,fatou,772341232,devdata,06:21,Absent,2024-04-13,1,seckrama098@gmail.com,F,771231412,active,123456
